source,target,Edge Type,Unknown
PCGF2,HOXA7,Repression,22085718
PCGF2,ZEB1,Repression,23474752
PCGF2,ZEB2,Repression,23474752
ZEB2,CDH1,Repression,11430829;20053763;20682777;22227038;23376074
ZEB2,CXADR,Repression,10487759
ZEB2,ITGA5,Activation,22227038
ZEB2,MEOX2,Repression,20516212
ZEB2,POU5F1,Activation,23049906
ZEB2,VIM,Activation,22227038
PHB2,ARNT,Repression,21256954
PHB2,BTG2,Repression,19117054
PHOX2B,ALK,Activation,20957039
PHOX2B,DBH,Activation,11034547;16280598
PHOX2B,MSX1,Repression,18201699
PHOX2B,TLX2,Activation,16402914;20044949
PIAS1,FABP2,Activation,22539995
PIAS1,MUC1,Repression,17717071
PIAS1,PRMT1,Repression,19136629
PIAS1,SI,Activation,22539995
PIAS2,AR,Activation,11117529
PIAS2,LRRN3,Repression,21908575
PIAS2,MUC1,Repression,17717071
PIAS2,MYCN,Repression,21123453
PIAS3,ATF1,Activation,17565989
PIAS3,MUC1,Repression,17717071
PIAS4,MUC1,Repression,17717071
PITX1,GNRH1,Repression,19106114
PITX1,HES1,Repression,21425961
PITX1,IFNA1,Repression,12242290
PITX1,IRF2,Repression,12242290
PITX1,IRF7,Repression,12242290
PITX1,JUN,Repression,21425961
PITX1,NKX3-1,Repression,21425961
PITX1,PRL,Activation,16879162
PITX1,RUNX1,Repression,21425961
PITX1,RUNX2,Repression,21425961
PITX1,TERT,Repression,21300782
PITX1,TRIB2,Repression,21425961
PITX2,GNRH1,Repression,19106114
PITX2,LEF1,Activation,17785445
PITX2,LHX6,Activation,23229549
PITX2,PRL,Activation,16879162
PITX3,MIP,Activation,21698120
PITX3,TH,Activation,22223473
PKNOX1,PTPN6,Activation,20864515
PKNOX1,SYP,Activation,20864515
PLAG1,ABCC6,Activation,18850323
PLAG1,CRLF1,Activation,14712223
PLAG1,IGF2,Activation,10646861;11284386;11888928;14695992;14712223
PLAGL1,ABCC6,Activation,18850323
PLAGL1,SDHB,Repression,19423711
PLAGL2,IGF2,Activation,11888928
PLAGL2,METAP2,Activation,17462995
PLAGL2,NCF2,Activation,17462995;20025940
PLAGL2,SFTPC,Activation,17618602;18655774
POLR1A,E2F1,Repression,21878508
POU2AF1,IGH,Activation,1423591
POU2AF1,TK1,Activation,15831936
POU2AF1,TNFRSF17,Activation,17621271
POU2F1,CCND1,Activation,12391146
POU2F1,GADD45A,Activation,11525640
POU2F1,HBG1,Repression,2336386
POU2F1,IL2,Activation,11781715
POU2F1,IL4,Repression,11781715
POU2F1,LCT,Activation,20960210
POU2F1,LGALS4,Activation,12391146
POU2F1,MAD2L1,Activation,15563594
POU2F1,PTGIR,Activation,19118563
POU2F1,SNAI2,Repression,23836662
POU2F1,TK1,Activation,15831936
POU2F1,TWIST1,Repression,23836662
POU2F1,UGT2B7,Activation,10779377
POU2F1,VCAM1,Repression,9694713
POU2F1,VWF,Repression,9694713
POU2F2,TK1,Activation,15831936
POU3F2,GNRH1,Activation,11875100
POU3F2,PDE5A,Repression,21215707
POU4F1,HSP90AA1,Activation,15818685
POU4F2,CCND1,Activation,17637757
POU4F2,HSP90AA1,Activation,15818685
SOX2,ABCC3,Activation,21531766
SOX2,ABCC6,Activation,21531766
SOX2,ASXL1,Activation,22542624
SOX2,BMP4,Repression,24477565
SOX2,DKK1,Activation,22015605
SOX2,FGF4,Activation,10801796
SOX2,ISL1,Repression,20739473
SOX2,ITGA6,Activation,22311737
SOX2,LHX3,Activation,18407919
SOX2,MKI67,Repression,20739473
SOX2,MMP3,Activation,22184093
SOX2,NTRK3,Activation,22265740
SOX2,PAX6,Repression,20739473
SOX2,PGA5,Activation,17136346
SOX2,PLAC1,Repression,21304604
SOX2,POU4F2,Repression,20739473
SOX2,RHO,Repression,20739473
SOX2,TUBB3,Repression,20739473
SOX2,VIM,Activation,20739473
PPARA,ACSL1,Repression,17150915
PPARA,ANGPTL4,Activation,12099716;15190076
PPARA,APOB,Repression,16542871
PPARA,APOBR,Repression,12700342
PPARA,APOC3,Repression,10494028
PPARA,CETP,Activation,18481130
PPARA,CPT1A,Repression,17150915
PPARA,CYP1A1,Activation,15521013
PPARA,CYP2C9,Repression,20178979
PPARA,IL6R,Repression,14764586
PPARA,LPL,Activation,10634806
PPARA,MMP9,Repression,21840940
PPARA,NFKBIA,Activation,14976045
PPARA,PDK4,Activation,15955060
PPARA,PLIN2,Repression,17150915
PPARA,PTGS2,Activation,11412039
PPARA,SERPINE1,Activation,15631825
PPARA,SREBF2,Repression,16946405
PPARA,TXNIP,Repression,18848838
PPARA,UCP1,Repression,11875072
PPARA,UGT1A9,Activation,12582161
SREBF2,ABCA1,Repression,15922656;16901265
SREBF2,ABCG5,Repression,21123766
SREBF2,ABCG8,Repression,21123766
SREBF2,ACOT7,Activation,16335799
SREBF2,HMGCR,Activation,17448444
SREBF2,HNF4A,Repression,19179483
SREBF2,LDLR,Activation,16697011;17448444;21123766;22153697
SREBF2,LRP1,Repression,16697011;20980003
SREBF2,MTTP,Repression,10455139
SREBF2,NPC1L1,Activation,21123766
SREBF2,PCSK9,Activation,17448444;17921436;21123766;22288532
SREBF2,PON1,Activation,20728021
SREBF2,PON2,Activation,19497963
PRDM14,POU5F1,Activation,20953172
RBL1,BRCA1,Repression,17106239
RBL1,CCNA2,Repression,8642699
RBL1,HIST1H2AE,Repression,8628255
RBL1,TFDP1,Repression,8223441
TFDP1,CCNE1,Activation,12029633;14618416
TFDP1,CDK1,Activation,14618416
TFDP1,DHFR,Activation,14618416
TFDP1,MYBL2,Activation,14618416
TFDP1,NRIP1,Activation,22629304
TFDP1,PCNA,Activation,14618416
TFDP1,RRM1,Activation,14618416
TFDP1,TP53,Repression,8557038
TFDP1,TYMS,Activation,14618416
RB1CC1,RB1,Activation,12095676
RBBP7,CDH1,Repression,20714342
RBMX,EGR1,Repression,16707624
RBMX,FOS,Repression,16707624
RBMX,FOSL1,Repression,16707624
RBMX,JUNB,Repression,16707624
RBMX,JUND,Repression,16707624
RBMX,KIT,Repression,16707624
RBMX,ROS1,Repression,16707624
RBMX,TXNIP,Activation,16707624
RBPJ,IL6,Activation,10329846
RBPJ,PTEN,Repression,17245125
REL,BCL2A1,Activation,11880364
REL,BIRC3,Activation,11880364
REL,CCL2,Activation,10469356;9388261
REL,CDKN1A,Activation,15566959
REL,CSRP1,Activation,14522018
REL,EPHB2,Repression,19621336
REL,IL1B,Activation,8413223
REL,IL2RA,Activation,1508203
REL,IL6,Repression,1372388
REL,SELE,Activation,12408953
REL,SOD2,Activation,11880364
REL,TNFAIP3,Activation,11880364
RELB,CCL19,Activation,20953353
RELB,CCL21,Activation,20953353
RELB,PIGR,Activation,15265917
RFWD2,MMP1,Repression,12615916
RFWD2,PLAU,Repression,12615916
RFWD2,COP1,Repression,20062082
RFX1,COL1A2,Activation,16464847
RFX1,MAP1A,Repression,12411430
RFX1,MYC,Repression,10918054;12032779
RFX1,PCNA,Repression,10336433
RFX3,MAP1A,Repression,12411430
RFX5,COL1A2,Repression,16464847;23079621
RNF14,CCND1,Activation,17510080
RREB1,KLK3,Repression,17550981
TRAF6,VEGFA,Repression,22326918
RUVBL1,TP53,Repression,21617703
RXRA,ABCA1,Activation,14764426
RXRA,ABCC3,Repression,17272513
RXRA,CPT1B,Activation,15356291
RXRA,CXCR5,Activation,14993281
RXRA,HSD17B2,Activation,18270252
RXRA,IL2RA,Activation,12149223
RXRA,IL2RB,Activation,12149223
RXRA,IL2RG,Activation,12149223
RXRA,NOL7,Activation,20206243
RXRA,SERPINC1,Activation,8910619
SALL3,HDAC9,Repression,18332107
SALL4,ABCA3,Activation,21526180;23432194
SALL4,CDH1,Repression,23954296
SALL4,HOXA9,Activation,24051379
SALL4,PTEN,Repression,19440552
SALL4,ZEB1,Activation,23954296
SALL4A,ABCA3,Activation,21526180
SATB2,TP63,Repression,21965674
SATB2,UPF3B,Activation,23925499
TP63,BAX,Activation,16007146
TP63,CDKN1A,Activation,16007146
TP63,ID2,Repression,21478550
TP63,KLF4,Repression,20972454
TP63,TCF4,Activation,22232078
TP63,VDR,Activation,22521434
SETBP1,PTPA,Repression,21233840
SETBP1,PTGER2,Repression,18419541
SETBP1,PTGS2,Repression,18419541
SF1,AMH,Activation,11097782
SF1,CYP11A1,Activation,19477906
SF1,MC2R,Activation,12530626
SF1,SULT2A1,Activation,15388788
SF1,TCERG1,Repression,11604498
SFPQ,ADARB2,Repression,24173718
SFPQ,CXCL8,Repression,24507715
SFPQ,STAT6,Repression,21106524
SHOX,FGFR3,Activation,21273290
SHOX,NPPB,Activation,17881654
SIM2,BCL2,Repression,21729534
SIM2,CASP3,Activation,21729534
SIN3A,E2F1,Repression,16254079
SIN3A,KLK3,Repression,16254079
TBX3,CDKN1A,Repression,20624445
TBX3,CDKN2A,Repression,15300007;20624445
SIX1,CDH1,Repression,22286765
SIX1,VEGFC,Activation,22466647
SKI,FHL2,Activation,14583455
SKI,MDM2,Activation,22411991
SKIL,ADAM12,Repression,20457602
SKIL,SMAD7,Repression,23154975
SLC2A4RG,SLC2A4,Activation,14630949
SMAD3,ANGPTL4,Activation,24330518
SMAD3,APOC3,Activation,10995777
SMAD3,BAMBI,Activation,15240101
SMAD3,CCND2,Activation,24416423
SMAD3,CDKN1A,Activation,10878024
SMAD3,CYP17A1,Repression,17786540
SMAD3,CYP7A1,Repression,17920062
SMAD3,FOXP3,Activation,20937549
SMAD3,FST,Activation,24330518
SMAD3,MMP9,Repression,15086314
SMAD3,PTHLH,Activation,24330518
SMAD3,SERPINE1,Activation,17761371;24330518;9765209
SMAD3,SMAD7,Repression,12761881
SMAD3,TERT,Repression,20842112
SMAD3,TGFB1,Repression,19214138
SMAD3,TNC,Activation,15001984
SMAD3,VDR,Activation,17471513
SMARCA1,CD44,Repression,14604992
SMARCA1,CDKN2A,Activation,14604992
SMARCA4,ABCG2,Activation,18234970
SMARCA4,CCND1,Repression,18239461
SMARCA4,CD44,Repression,14604992
SMARCA4,CDH1,Activation,20418909
SMARCA4,CDKN1A,Activation,14729964
SMARCA4,CDKN2A,Activation,14604992
SMARCA4,FOS,Repression,10082538
SMARCA4,MECOM,Activation,14555651
SMARCB1,CD44,Repression,14604992
SMARCB1,CDKN2A,Activation,14604992
SMURF2,KLF5,Repression,21953463
SOX10,COL11A2,Activation,12783851
SOX10,GJB1,Repression,16494873;21918739
SOX10,MIA,Activation,12783851;24608986
SOX10,MITF,Repression,16494873
SOX10,RET,Activation,20977903
SOX11,SPAST,Activation,22574173
SOX17,CSNK1A1,Repression,24407731
SOX17,FN1,Repression,24407731
SOX17,HNF4A,Activation,22068426
SOX17,MACC1,Repression,24407731
SOX17,NFAT5,Repression,24407731
SOX17,SERBP1,Repression,24407731
SOX6,CCNA2,Repression,21084391
SOX6,CCND1,Repression,21084391
SOX6,CDK4,Repression,21084391
SOX6,CDKN1A,Activation,21084391
SOX6,CTNNB1,Repression,21084391
SOX6,TP53,Activation,21084391
SOX9,AMH,Activation,11097782
SOX9,AR,Activation,17234760
SOX9,BEST1,Activation,20530484
SOX9,CDK4,Repression,20651055
SOX9,CDKN1A,Repression,20651055
SOX9,COL11A2,Activation,12783851
SOX9,COL2A1,Repression,12713737
SOX9,DCC,Activation,19745029
SOX9,HES1,Activation,19322650
SOX9,MIA,Activation,12783851
SOX9,NR5A1,Activation,11875113
SOX9,POU3F2,Repression,15896776
SOX9,PRAME,Repression,19273910
SOX9,RXFP2,Activation,19416188
SOX9,SOX10,Repression,15896776
SREBF1,ACLY,Activation,10777536
SREBF1,APOA5,Repression,15317819
SREBF1,BCL2L1,Repression,16091421
SREBF1,CAV1,Repression,19808659
SREBF1,FAS,Activation,18420801
SREBF1,IRS2,Repression,15881188;16091421
SREBF1,LDLR,Activation,22153697
SREBF1,LRP1,Repression,20980003
SREBF1,NR0B2,Activation,15123650
SREBF1,PCK1,Repression,14744869
SREBF1,PCSK9,Activation,17921436
SREBF1,PDX1,Repression,16091421
SREBF1,SCD5,Activation,22510410
SP2,CEACAM1,Repression,15126343
SP2,DNMT3A,Activation,15362956
SP2,DNMT3B,Activation,15362956
SP2,HSD17B2,Repression,18270252
SP2,MMP9,Repression,17071613
SP4,ASS1,Activation,19934275
SP4,ERBB2,Activation,22553354
SP4,KDR,Repression,16678129
SP4,MAOB,Activation,11259630
SP4,NFKB1,Activation,20538607
SP4,RELA,Activation,20538607
SP4,YY1,Activation,22553354
SP7,COL11A2,Activation,16734381
SPDEF,AGR2,Activation,19786015
SPDEF,CDH1,Activation,23449978
SPDEF,MMP9,Repression,20550708;22761428
SPDEF,MUC2,Activation,19786015
SPDEF,PLAUR,Repression,12907642
SPDEF,RETNLB,Activation,19786015
SPDEF,SERPINB5,Activation,12907642
SPDEF,SPINK4,Activation,19786015
SPDEF,SQSTM1,Activation,12700667
SPIB,CD40,Activation,10823830
SPIB,IRF7,Repression,22698399
SPIC,IL4,Activation,16647686
SRCAP,KLK3,Activation,20432434
SSB,HAP1,Repression,11781104
SSB,LAMB1,Activation,21896617
ZFP36,CXCL8,Repression,21593445
ZFP36,ELAVL1,Activation,15158469
ZFP36,HIF1A,Repression,19962963
ZFP36,IL2,Repression,15634918
ZFP36,IL6,Repression,21656745
ZFP36,LATS2,Repression,20335167
ZFP36,VEGFA,Repression,21507959;21656745
STAT5,BCL6,Repression,23716595
STAT5A,BCL6,Repression,16819511
STAT5A,CCND2,Repression,22723377
STAT5A,CDKN2B,Repression,22723377
STAT5A,IFNG,Activation,15528362
STAT5A,SUMO1,Repression,22723377
STAT5B,BCL2L1,Activation,20585448
STAT5B,BCL6,Repression,16819511
STAT5B,IGF1,Activation,22419735
SUGP1,IL1B,Activation,9878621
SUZ12,SNAI2,Repression,23836662
SUZ12,TWIST1,Repression,23836662
TAF1,AR,Activation,20181722
TAF1,CDKN1A,Activation,17996705
TAL1,ALDH1A2,Activation,9819382
TAL1,CD34,Repression,14715640
TAL1,ERG,Activation,21536859
TAL1,MYB,Activation,22897851
TAL1,MYCN,Activation,24334727
TAL1,NFKB1,Repression,16778171
TBPL1,NF1,Activation,15767669
TBX2,CDKN1A,Repression,20624445
TBX2,CDKN2A,Repression,15300007;20624445
TBX5,CDKN2A,Activation,20802524
TBX5,GJA5,Activation,18451335
TBX5,NPPA,Activation,14573514;18451335
TCF12,CDH1,Repression,22130667
TCF19,CCNE1,Repression,15051733
TCF7L2,BIRC5,Activation,20331626
TCF7L2,HECA,Repression,22100912
TCF7L2,STARD7,Activation,21622533
TCFL5,CD2,Repression,12923186
TEAD4,VEGFA,Repression,22761647
TFAP2B,ADIPOQ,Repression,19325541
TFAP2B,CRYAB,Activation,21556774
TFAP2B,PTGDS,Activation,15743775
TFAP2C,CDKN1A,Repression,22371483
TFAP2C,CRABP2,Activation,17187826
TFAP2C,ECM1,Activation,17187826
TFAP2C,ESR1,Activation,11278455;19458056
TFAP2C,GPX1,Activation,22964634
TFAP2C,SULT1E1,Activation,17187826
TFCP2,PAX6,Activation,11574690
TFCP2,SPP1,Activation,20404171;21703197
TFCP2,TF,Activation,20796026
TFDP3,MAP1LC3B,Activation,22482402
TFPT,EAF2,Repression,17395368
THRA,SERPINC1,Repression,8910619
THRB,CGA,Repression,2480596
TLE3,RUNX1,Repression,19403666
TLX1,MYC,Activation,20618946
TLX1,NR4A3,Activation,15384172
TOB1,IL2,Repression,11694881
TOP2B,RUNX1,Activation,24327541
TP53BP1,BRCA1,Activation,15970701
TRERF1,CD40,Repression,18652845
TRERF1,CD80,Repression,18652845
TRERF1,CD86,Repression,18652845
TRERF1,LILRB1,Repression,18652845
TRERF1,LILRB2,Repression,18652845
TRERF1,LILRB4,Repression,18652845
TRIM16,DES,Repression,22009481
TRIM16,E2F1,Repression,20729920
TRIM16,VIM,Repression,22009481
TRIM28,E2F3,Repression,23060449
TRIM28,E2F4,Repression,23060449
TRPS1,RUNX2,Repression,16140555
TRRAP,CCND2,Activation,11511535
TRRAP,MITF,Repression,15581068
TSC22D3,CCND1,Activation,19814803
TSC22D3,CDKN1A,Repression,19814803
TSC22D3,FOXO1,Repression,20018851
TSC22D3,FOXO3,Repression,20018851
TSC22D3,FOXO4,Repression,20018851
TTF2,TPO,Activation,8602863
YBX1,ABCB1,Repression,17072343
YBX1,AGT,Activation,11829142
YBX1,ANAPC4,Repression,20596676
YBX1,CCNB1,Repression,20596676
YBX1,CCNC,Repression,20596676
YBX1,CDC20,Repression,20596676
YBX1,CDH1,Activation,17072343
YBX1,CDKN3,Activation,20596676
YBX1,CKS2,Repression,20596676
YBX1,CXCR4,Activation,17072343
YBX1,EGFR,Activation,17875215;19648825
YBX1,ERBB2,Activation,19648825
YBX1,ERBB3,Activation,19648825
YBX1,FAS,Repression,10903433
YBX1,KPNA2,Repression,20596676
YBX1,MET,Activation,19648825
YBX1,MMP13,Repression,17822788
YBX1,MNAT1,Repression,20596676
YBX1,MYCN,Activation,17072343
YBX1,RAD9A,Activation,20596676
YBX1,RBBP8,Repression,20596676
YBX1,SKP2,Repression,20596676
YBX1,SUMO1,Repression,20596676
YBX1,TYMS,Repression,17072343
TWIST2,AKR1C2,Activation,19051271
TWIST2,ATM,Activation,19051271
TWIST2,CD44,Activation,17487558
TWIST2,CDH2,Repression,19581928
TWIST2,CTPS1,Activation,19051271
TWIST2,ERBB3,Repression,19051271
TWIST2,F2R,Repression,19051271
TWIST2,FN1,Activation,20646316
TWIST2,FOS,Activation,19051271
TWIST2,GDF15,Activation,19051271
TWIST2,ICAM1,Activation,17487558
TWIST2,ILK,Repression,19051271
TWIST2,ITGB1,Activation,17487558
TWIST2,MMP2,Activation,20646316
TWIST2,MYB,Repression,19051271
TWIST2,NF1,Repression,19051271
TWIST2,NR2F1,Activation,19051271
TWIST2,PFDN4,Repression,19051271
TWIST2,RAP1A,Repression,19051271
TWIST2,RBL2,Repression,19051271
TWIST2,RUNX2,Repression,21931630
TWIST2,SRPX,Repression,19051271
URI1,AR,Repression,21730289
USF1,ABCA1,Activation,11861672
USF1,AGT,Repression,18802024
USF1,APC,Activation,11241666
USF1,APOA5,Activation,15684402;18572192
USF1,ASCL2,Repression,12917334
USF1,B2M,Activation,12480693
USF1,CD2,Activation,7929376
USF1,CEACAM1,Activation,21050451;8055923
USF1,CEACAM5,Activation,7876096
USF1,CIITA,Activation,9491997
USF1,CTSD,Activation,9731700
USF1,CXCR4,Activation,10229837
USF1,CYP19A1,Repression,12917334
USF1,CYP1A1,Repression,9388470
USF1,FMR1,Activation,11058604
USF1,FOXA2,Activation,22460558
USF1,GATA5,Activation,22625849
USF1,GCK,Activation,9677331
USF1,HMOX1,Activation,15242350
USF1,HOXB4,Activation,12791656
USF1,P4HA1,Activation,16488890
USF1,PF4,Activation,15187018
USF1,PIGR,Activation,14644095
USF1,PTGDS,Repression,18817855
USF1,PTGS2,Repression,18817855
USF1,S100A6,Activation,11118618
USF1,SERBP1,Activation,18234320
USF1,SERPINE1,Activation,16902162
USF1,SLC19A1,Activation,15214842
USF1,SLC22A2,Activation,17314196
USF1,TERT,Repression,12941894
USF1,TGFB1,Activation,14757763
USF1,TGFB2,Activation,11776974
USF1,TOP3A,Activation,9748294
USF1,TRAP,Activation,12663664
USF2,ABCA1,Activation,11861672
USF2,APC,Activation,11241666
USF2,APOA5,Activation,18572192
USF2,ASCL2,Repression,12917334
USF2,ATP5F1A,Activation,10434034
USF2,B2M,Activation,12480693
USF2,CD2,Activation,7929376
USF2,CEACAM1,Activation,8055923
USF2,CEACAM5,Activation,7876096
USF2,CTSD,Activation,9731700
USF2,CXCR2,Activation,10229837
USF2,CXCR4,Activation,10229837
USF2,CYP19A1,Repression,12917334
USF2,FMR1,Activation,11058604
USF2,HMOX1,Activation,15242350
USF2,HOXB4,Activation,12791656
USF2,IGF2R,Activation,12857727
USF2,P4HA1,Activation,16488890
USF2,PDX1,Activation,10393088
USF2,PF4,Activation,15187018
USF2,PIGR,Activation,14644095
USF2,SLC19A1,Activation,15214842
USF2,TERT,Repression,12941894
USF2,TGFB1,Activation,14757763
USF2,TGFB2,Activation,11776974
USF2,THBS1,Activation,15184388
USF2,TOP3A,Activation,11557042
USF2,TRAP,Activation,12663664
VEZF1,IL3,Activation,8035792
VHL,ANGPT2,Repression,12434420
VHL,AR,Activation,23961993
VHL,CDKN1B,Activation,10778984
VHL,CDKN1C,Activation,15824735
VHL,CXCR4,Repression,13679920
VHL,DAB2,Activation,15824735
VHL,HIF1A,Repression,11987242
VHL,IGF1R,Repression,17486080;19509240
VHL,NMU,Repression,21791076
VHL,SPARC,Activation,15824735
VHL,TFRC,Repression,15985433
VHL,VEGFA,Repression,10581162;12539169;12912922;8855222;9370235
WWP1,ERBB4,Repression,19561640
WWP1,TGFBR1,Repression,15221015
WWTR1,ASNS,Repression,22470139
WWTR1,BAK1,Activation,22470139
WWTR1,BAX,Activation,22470139
WWTR1,LTBR,Activation,22470139
WWTR1,SMAD3,Activation,22470139
XRCC5,ETS1,Repression,19836356
YEATS4,TP53,Repression,18214854
ZNF175,NTF3,Activation,19247725
ZBTB14,FHL2,Activation,21540083
ZBTB16,BCL2,Repression,14769944
ZBTB16,BID,Repression,20731660
ZBTB16,CCNA2,Repression,20731660
ZBTB16,CRABP1,Activation,18000064
ZBTB16,CXCR4,Activation,18568019
ZBTB16,SOX9,Activation,21547890
ZBTB17,CDKN1A,Repression,16142238
ZBTB2,ARF1,Repression,19380588
ZBTB2,CDKN1A,Repression,19380588
ZBTB2,MDM2,Activation,19380588
ZBTB2,TP53,Repression,19380588
ZBTB5,CDKN1A,Repression,19491398
ZBTB7A,CDKN2A,Repression,17189472
ZBTB7A,FOS,Repression,17189472
ZBTB7A,MYC,Repression,17189472
ZBTB7A,PFKP,Repression,25184678
ZBTB7A,PKM,Repression,25184678
ZBTB7A,SLC2A3,Repression,25184678
ZFP36L1,VEGFA,Repression,19801654
ZHX2,AFP,Repression,23837980
ZHX2,CCNA2,Repression,22406477
ZHX2,CCNE1,Repression,22406477
ZIC1,BCL2L13,Activation,20713527
ZIC1,EIF3M,Activation,20713527
ZIC1,FAM57A,Activation,20713527
ZIC1,JUND,Activation,20713527
ZIC2,TCF4,Repression,21908606
ZMYND11,IL6,Activation,19379743
ZNF143,BUB1B,Activation,17478512
ZNF143,PCYT1A,Activation,14702349
ZNF160,TLR4,Repression,19846881
ZNF202,ABCA1,Repression,15922656
ZNF202,POMGNT1,Repression,22419172
ZNF224,ALDOA,Repression,17900823
ZNF224,VDR,Activation,23362234
ZNF239,RBP3,Repression,12409453
ZNF24,CCND1,Activation,22213192
ZNF24,CTNNB1,Activation,24224020
ZNF24,PDGFRB,Repression,20510677
ZNF24,VEGFA,Repression,20510677;23212515
ZNF267,MMP10,Repression,16054593
ZNF300,CDKN1A,Repression,21777376
ZNF300,CDKN1B,Repression,21777376
ZNF300,CXCL8,Activation,21777376
ZNF300,IL6,Activation,21777376
ZNF300,MYC,Activation,21777376
ZNF350,ATXN2,Activation,20926453
ZNF350,HMGA2,Repression,20007691
ZNF382,CDK6,Repression,20682794
ZNF382,HMGA2,Repression,20682794
ZNF382,ID1,Repression,20682794
ZNF382,IKBKE,Repression,20682794
ZNF382,JUN,Repression,20682794
ZNF382,MITF,Repression,20682794
ZNF382,MYC,Repression,20682794
ZNF382,NFKB1,Repression,20682794
ZNF382,STAT3,Repression,20682794
ZNF382,STAT5B,Repression,20682794
ZNF383,JUN,Repression,15964543
ZNF76,CDKN1A,Repression,15280358
ZNF76,PCYT1A,Activation,14702349
ZNRD1,ABCB1,Activation,16373708
ZNRD1,BCL2,Activation,16373708;16609701
